 gemir ( VERB_INFINITIVE VERB ) 
 gruñir ( ) 
 gruñes ( VERB ) lemma=gruñir 
 gruñido ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL NOUN_GERUND ) lemma=gruñir 
 grynfeltt ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gráafica ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gráafico 
 gráafico ( ) 
 grácil ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gráciles ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=grácil 
 gráfica ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gráfico 
 gráfico ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=gráfico 
 gráficamente ( ADVERB ) lemma=gráfico 
 gráficas ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=`gráfico`gráfica` ADJ  NC 
 gráficos ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=gráfico 
 gránulo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 grúa ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guachos ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guacho 
 guacho ( ) 
 guadalajareños ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guadalajareño 
 guadalajareño ( ) 
 guadalupana ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guadalupano 
 guadalupano ( ) 
 guadalupense ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guadalupense 
 guadiano ( ADJECTIVE ADJECTIVE_NORMAL ) 
 guagua ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guagua 
 guaguas ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guagua 
 guagüita ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guajira ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guajiro 
 guajiro ( ) 
 guajiras ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guajiro 
 guajiros ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guajiro 
 guanajuatense ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guanajuatense 
 guanajuatenses ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guanajuatense 
 guanidinas ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guanidina 
 guanidina ( ) 
 guanilato ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guanina ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guano ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guanosina ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guante ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guapa ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guapo 
 guapo ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guapo 
 guapas ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guapo 
 guapeza ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guapos ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guapo 
 guapísima ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=guapo 
 guapísimo ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=guapo 
 guaraní ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guaraníes ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guaraní 
 guarda ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`guarda`guardar` NC  VLfin 
 guardar ( VERB_INFINITIVE VERB ) 
 guardabosques ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guardacostas ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guardacosta 
 guardacosta ( ) 
 guardada ( VERB_PAST_PARTICIPLE VERB ) lemma=guardar 
 guardadas ( VERB_PAST_PARTICIPLE VERB ) lemma=guardar 
 guardador ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guardados ( VERB_PAST_PARTICIPLE VERB ) lemma=guardar 
 guardaespaldas ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guardameta ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guardando ( NOUN NOUN_GERUND ) lemma=guardar 
 guardarlo (                 VERB ) lemma=guardar 
 guardarnos (                 VERB ) lemma=guardar 
 guardarropa ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guardarse ( VERB_INFINITIVE VERB ) 
 guardase ( VERB ) lemma=guardar 
 guardaseis ( VERB ) lemma=guardar 
 guardemos ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=guardar 
 guarden ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=guardar 
 guardería ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guardes ( VERB ) lemma=guardar 
 guardia ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guardianas ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guardián 
 guardián ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guardianes ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guardián 
 guardándose ( NOUN NOUN_GERUND ) lemma=guardarse 
 guardémonos ( VERB ) lemma=guardar 
 guarida ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guarismo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guarniciones ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guarnición 
 guarnición ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guata ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guatemalteca ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guatemalteco 
 guatemalteco ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guatemalteco 
 guatemaltecas ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guatemalteco 
 guatemaltecos ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guatemalteco 
 guateques ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guateque 
 guateque ( ) 
 guatita ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guata 
 guatón ( ADJECTIVE ADJECTIVE_NORMAL ) 
 guau ( NOUN NOUN_PROPER_SINGULAR NOUN_PROPER_PLURAL ) 
 guay ( NOUN NOUN_PROPER_SINGULAR NOUN_PROPER_PLURAL ) 
 guayaba ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`guayaba`guayar` NC  VLfin 
 guayabas ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`guayaba`guayar` NC  VLfin 
 guayabo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gubernamental ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gubernamentales ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gubernamental 
 gubernativa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gubernativo 
 gubernativo ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gubernativas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gubernativo 
 gubernáculum ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guerra ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guerrera ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=guerrero 
 guerrero ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guerrero 
 guerreras ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=guerrero 
 guerrerense ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guerrerense 
 guerrerenses ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guerrerense 
 guerreros ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guerrero 
 guerrilla ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guerrillera ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guerrillero 
 guerrillero ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guerrilleras ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guerrillero 
 gueto ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guia ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guiar ( VERB_INFINITIVE VERB ) 
 guiada ( VERB_PAST_PARTICIPLE VERB ) lemma=guiar 
 guiadas ( VERB_PAST_PARTICIPLE VERB ) lemma=guiar 
 guiados ( VERB_PAST_PARTICIPLE VERB ) lemma=guiar 
 guiando ( NOUN NOUN_GERUND ) lemma=guiar 
 guijarros ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guijarro 
 guijarro ( ) 
 guillotina ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guinda ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`guinda`guindar` NC  VLfin 
 guindas ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`guinda`guindar` NC  VLfin 
 guinea ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guiones ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guión 
 guión ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guionista ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guipuzcoana ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=guipuzcoano 
 guipuzcoano ( ) 
 guisar ( VERB_INFINITIVE VERB ) 
 guisada ( VERB_PAST_PARTICIPLE VERB ) lemma=guisar 
 guisado ( VERB_PAST_PARTICIPLE NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`guisado`guisar` NC  VLadj 
 guisante ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guisen ( VERB ) lemma=guisar 
 guita ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`guita`guitar` NC  VLfin 
 guitarra ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guitarrista ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 guito ( VERB ) lemma=guitar 
 guitar ( ) 
 guiños ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=guiño 
 guiño ( ) 
 gusanillo ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gusano 
 gusano ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gustar ( VERB_INFINITIVE VERB ) 
 gustando ( NOUN NOUN_GERUND ) lemma=gustar 
 gustarle (                 VERB ) lemma=gustar 
 gustarnos (                 VERB ) lemma=gustar 
 gustase ( VERB ) lemma=gustar 
 gustativa ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gustativo 
 gustativo ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gustativas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gustativo 
 gustativos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gustativo 
 gusten ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=gustar 
 gustito ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=gusto 
 gusto ( NOUN VERB NOUN_SINGULAR NOUN_PLURAL ) lemma=`gusto`gustar` NC  VLfin 
 gustosamente ( ADVERB ) lemma=gustoso 
 gustoso ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gustosos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gustoso 
 gutural ( ADJECTIVE ADJECTIVE_NORMAL ) 
 guá ( NOUN NOUN_PROPER_SINGULAR NOUN_PROPER_PLURAL ) 
 guárdalas ( ) lemma=guardar 
 guárdalo ( ) lemma=guardar 
 guárdelo ( ) lemma=guardar 
 guía ( VERB_PRESENT PRONOUN_SUBJECT NOUN VERB NOUN_SINGULAR NOUN_PLURAL PRONOUN_I PRONOUN_SINGULAR ) lemma=guiar 
 guían ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=guiar 
 guíe ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=guiar 
 guíen ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=guiar 
 gyttja ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gástese ( VERB ) lemma=gastar 
 gástrica ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gástrico 
 gástrico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gástricas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gástrico 
 gástricos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gástrico 
 gástrula ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gélida ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gélido 
 gélido ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gélidas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gélido 
 género ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 génesis ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 génica ( NOUN ADJECTIVE ADJECTIVE_NORMAL NOUN_SINGULAR NOUN_PLURAL ) lemma=`génico`génica` ADJ  NC 
 génico ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 géntex ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gérmenes ( NOUN NOUN_SINGULAR NOUN_PLURAL ) lemma=germen 
 gíneco-obstétrico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 gónada ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 góndola ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 gótica ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gótico 
 gótico ( ADJECTIVE ADJECTIVE_NORMAL ) 
 góticas ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gótico 
 góticos ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=gótico 
 güera ( ADJECTIVE ADJECTIVE_NORMAL ) lemma=güero 
 güero ( ADJECTIVE ADJECTIVE_NORMAL ) 
 güisqui ( NOUN NOUN_SINGULAR NOUN_PLURAL ) 
 Gracias_a ( PREPOSITION ) lemma=gracias~a 
 gracias~a ( ) 
 gracias_a ( PREPOSITION ) lemma=gracias~a 
 grande|máximo ( ) 
 getting_bored ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=aburrirse 
 getting ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=lograr 
 going_too_far ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=abusar 
 going ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=ir 
 going_to_bed ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=acostarse 
 getting_used_to ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=acostumbrarse 
 guessing ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=adivinar 
 giving_a_bath ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=bañar 
 giving ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=regalar 
 getting_a_suntan ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=broncearse 
 getting_heated ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=calentarse 
 getting_tired ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=cansarse 
 gossiping ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=chismear 
 growing ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=crecer 
 growing_up ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=criarse 
 getting_divorced ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=divorciarse 
 going_to_sleep ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=dormirse 
 getting_drunk ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=emborracharse 
 getting_angry ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=enojarse 
 getting_sick ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=enfermarse 
 getting_thin ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=enflaquecerse 
 getting_rich ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=enriquecerse 
 getting_excited ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=entusiasmarse 
 getting_old ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=envejecerse 
 gritáremos ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_PLURAL ) lemma=gritar 
 gritareis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=gritar 
 gritaren ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_PLURAL ) lemma=gritar 
 ganaréis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=ganar 
 ganáremos ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_PLURAL ) lemma=ganar 
 ganareis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=ganar 
 ganaren ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_PLURAL ) lemma=ganar 
 gastaréis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=gastar 
 gastáremos ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_PLURAL ) lemma=gastar 
 gastareis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=gastar 
 gastaren ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_PLURAL ) lemma=gastar 
 generalizaréis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=generalizar 
 generalicé ( VERB_PAST PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=generalizar 
 generalicemos ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=generalizar 
 generalicéis ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=generalizar 
 generalicen ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=generalizar 
 generalizáremos ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_PLURAL ) lemma=generalizar 
 generalizareis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=generalizar 
 generalizaren ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_PLURAL ) lemma=generalizar 
 generalizing ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=generalizar 
 glorifico ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=glorificar 
 glorifica ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=glorificar 
 glorificamos ( VERB_PRESENT VERB_PAST PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=glorificar 
 glorificáis ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=glorificar 
 glorifican ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=glorificar 
 glorificando ( VERB_PRESENT PRONOUN_SUBJECT NOUN VERB NOUN_GERUND PRONOUN_YOU PRONOUN_PLURAL ) lemma=glorificar 
 glorificado ( NOUN VERB NOUN_GERUND ) lemma=glorificar 
 glorificaré ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=glorificar 
 glorificará ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_SINGULAR ) lemma=glorificar 
 glorificaremos ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_PLURAL ) lemma=glorificar 
 glorificaréis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=glorificar 
 glorificarán ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_PLURAL ) lemma=glorificar 
 glorifiqué ( VERB_PAST PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=glorificar 
 glorificó ( VERB_PAST PRONOUN_SUBJECT VERB PRONOUN_SINGULAR ) lemma=glorificar 
 glorificasteis ( VERB_PAST PRONOUN_SUBJECT VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=glorificar 
 glorificaron ( VERB_PAST PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=glorificar 
 glorifique ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=glorificar 
 glorifiquemos ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=glorificar 
 glorifiquéis ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=glorificar 
 glorifiquen ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=glorificar 
 glorificare ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=glorificar 
 glorificáremos ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_PLURAL ) lemma=glorificar 
 glorificareis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=glorificar 
 glorificaren ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_PLURAL ) lemma=glorificar 
 glorifying ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=glorificar 
 gobernaréis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=gobernar 
 gobernemos ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=gobernar 
 gobernéis ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=gobernar 
 gobiernen ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=gobernar 
 gobernáremos ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_PLURAL ) lemma=gobernar 
 gobernareis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=gobernar 
 gobernaren ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_PLURAL ) lemma=gobernar 
 governing ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=gobernar 
 gradúa ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=graduar 
 gradúan ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=graduar 
 graduaréis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=graduar 
 graduemos ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=graduar 
 graduéis ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=graduar 
 gradúen ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=graduar 
 graduáremos ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_I PRONOUN_PLURAL ) lemma=graduar 
 graduareis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=graduar 
 graduaren ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_PLURAL ) lemma=graduar 
 graduating ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=graduarse 
 graduándose ( VERB_PRESENT PRONOUN_SUBJECT NOUN VERB NOUN_GERUND PRONOUN_YOU PRONOUN_PLURAL ) lemma=graduarse 
 gradúate ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=graduarse 
 gradúese ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_SINGULAR ) lemma=graduarse 
 gradúense ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=graduarse 
 gritaréis ( PRONOUN_SUBJECT AUX_VERB_FUTURE VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=gritar 
 gritéis ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=gritar 
 gruño ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_SINGULAR ) lemma=gruñir 
 gruñimos ( VERB_PRESENT VERB_PAST PRONOUN_SUBJECT VERB PRONOUN_I PRONOUN_PLURAL ) lemma=gruñir 
 gruñís ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_YOU PRONOUN_PLURAL ) lemma=gruñir 
 gruñen ( VERB_PRESENT PRONOUN_SUBJECT VERB PRONOUN_PLURAL ) lemma=gruñir 
