 A ( ADVERB ) 
 aspettate ( VERB_PAST_PARTICIPLE VERB ) lemma=`aspettare`aspettare` VER:fin  VER:ppast  
 aspettatevi ( VERB ) lemma=`aspettare` VER:fin:cli  
 aspettati ( VERB_PAST_PARTICIPLE VERB ) lemma=`aspettare` VER:ppast  
 aspettativa ( NOUN NOUN_SINGULAR ) 
 aspettative ( NOUN NOUN_SINGULAR ) lemma=`aspettativa` NOUN  
 aspettato ( VERB_PAST_PARTICIPLE VERB ) lemma=`aspettare` VER:ppast  
 aspettava ( VERB ) lemma=`aspettare` VER:fin  
 aspettavamo ( VERB ) lemma=`aspettare` VER:fin  
 aspettavan ( VERB ) lemma=`aspettare` VER:fin  
 aspettavano ( VERB ) lemma=`aspettare` VER:fin  
 aspettavate ( VERB ) lemma=`aspettare` VER:fin  
 aspettavi ( VERB ) lemma=`aspettare` VER:fin  
 aspettavo ( VERB ) lemma=`aspettare` VER:fin  
 aspettera' ( VERB ) lemma=`aspettare` VER:fin  
 aspetterai ( VERB ) lemma=`aspettare` VER:fin  
 aspetteran ( VERB ) lemma=`aspettare` VER:fin  
 aspetteranno ( VERB ) lemma=`aspettare` VER:fin  
 aspetterebbe ( VERB ) lemma=`aspettare` VER:fin  
 aspetterebber ( VERB ) lemma=`aspettare` VER:fin  
 aspetterebbero ( VERB ) lemma=`aspettare` VER:fin  
 aspetterei ( VERB ) lemma=`aspettare` VER:fin  
 aspetteremmo ( VERB ) lemma=`aspettare` VER:fin  
 aspetteremo ( VERB ) lemma=`aspettare` VER:fin  
 aspettereste ( VERB ) lemma=`aspettare` VER:fin  
 aspetteresti ( VERB ) lemma=`aspettare` VER:fin  
 aspetterete ( VERB ) lemma=`aspettare` VER:fin  
 aspettero' ( VERB ) lemma=`aspettare` VER:fin  
 aspetterà ( VERB ) lemma=`aspettare` VER:fin  
 aspetterò ( VERB ) lemma=`aspettare` VER:fin  
 aspetti ( NOUN VERB NOUN_SINGULAR ) lemma=`aspetto`aspettare` NOUN  VER:fin  
 aspettiamo ( VERB ) lemma=`aspettare` VER:fin  
 aspettiamoci ( VERB ) lemma=`aspettare` VER:fin:cli  
 aspettiate ( VERB ) lemma=`aspettare` VER:fin  
 aspettin ( VERB ) lemma=`aspettare` VER:fin  
 aspettino ( VERB ) lemma=`aspettare` VER:fin  
 aspetto ( NOUN VERB NOUN_SINGULAR ) lemma=`aspetto`aspettare` NOUN  VER:fin  
 aspetto' ( VERB ) lemma=`aspettare` VER:fin  
 aspettò ( VERB ) lemma=`aspettare` VER:fin  
 aspira ( VERB ) lemma=`aspirare` VER:fin  
 aspirai ( VERB ) lemma=`aspirare` VER:fin  
 aspirammo ( VERB ) lemma=`aspirare` VER:fin  
 aspiran ( VERB ) lemma=`aspirare` VER:fin  
 aspirando ( NOUN NOUN_GERUND ) lemma=`aspirare` VER:geru  
 aspirandola ( NOUN NOUN_GERUND ) lemma=`aspirare` VER:geru:cli  
 aspirano ( VERB ) lemma=`aspirare` VER:fin  
 aspirante ( VERB_PRESENT_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`aspirante`aspirante`aspirare` ADJ  NOUN  VER:ppre  
 aspiranti ( VERB_PRESENT_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`aspirante`aspirante`aspirare` ADJ  NOUN  VER:ppre  
 aspirantissima ( ADJECTIVE ) lemma=`aspirante` ADJ  
 aspirantissime ( ADJECTIVE ) lemma=`aspirante` ADJ  
 aspirantissimi ( ADJECTIVE ) lemma=`aspirante` ADJ  
 aspirantissimo ( ADJECTIVE ) lemma=`aspirante` ADJ  
 aspirar ( VERB_INFINITIVE VERB ) lemma=`aspirare` VER:infi  
 aspirare ( VERB_INFINITIVE VERB ) 
 aspiraron ( VERB ) lemma=`aspirare` VER:fin  
 aspirarono ( VERB ) lemma=`aspirare` VER:fin  
 aspirasse ( VERB ) lemma=`aspirare` VER:fin  
 aspirasser ( VERB ) lemma=`aspirare` VER:fin  
 aspirassero ( VERB ) lemma=`aspirare` VER:fin  
 aspirassi ( VERB ) lemma=`aspirare` VER:fin  
 aspirassimo ( VERB ) lemma=`aspirare` VER:fin  
 aspiraste ( VERB ) lemma=`aspirare` VER:fin  
 aspirasti ( VERB ) lemma=`aspirare` VER:fin  
 aspirata ( VERB_PAST_PARTICIPLE VERB ) lemma=`aspirare` VER:ppast  
 aspirate ( VERB_PAST_PARTICIPLE VERB ) lemma=`aspirare`aspirare` VER:fin  VER:ppast  
 aspirati ( VERB_PAST_PARTICIPLE VERB ) lemma=`aspirare` VER:ppast  
 aspirato ( VERB_PAST_PARTICIPLE VERB ) lemma=`aspirare` VER:ppast  
 aspirava ( VERB ) lemma=`aspirare` VER:fin  
 aspiravamo ( VERB ) lemma=`aspirare` VER:fin  
 aspiravan ( VERB ) lemma=`aspirare` VER:fin  
 aspiravano ( VERB ) lemma=`aspirare` VER:fin  
 aspiravate ( VERB ) lemma=`aspirare` VER:fin  
 aspiravi ( VERB ) lemma=`aspirare` VER:fin  
 aspiravo ( VERB ) lemma=`aspirare` VER:fin  
 aspirazione ( NOUN NOUN_SINGULAR ) 
 aspirazioni ( NOUN NOUN_SINGULAR ) lemma=`aspirazione` NOUN  
 aspirera' ( VERB ) lemma=`aspirare` VER:fin  
 aspirerai ( VERB ) lemma=`aspirare` VER:fin  
 aspireran ( VERB ) lemma=`aspirare` VER:fin  
 aspireranno ( VERB ) lemma=`aspirare` VER:fin  
 aspirerebbe ( VERB ) lemma=`aspirare` VER:fin  
 aspirerebber ( VERB ) lemma=`aspirare` VER:fin  
 aspirerebbero ( VERB ) lemma=`aspirare` VER:fin  
 aspirerei ( VERB ) lemma=`aspirare` VER:fin  
 aspireremmo ( VERB ) lemma=`aspirare` VER:fin  
 aspireremo ( VERB ) lemma=`aspirare` VER:fin  
 aspirereste ( VERB ) lemma=`aspirare` VER:fin  
 aspireresti ( VERB ) lemma=`aspirare` VER:fin  
 aspirerete ( VERB ) lemma=`aspirare` VER:fin  
 aspirero' ( VERB ) lemma=`aspirare` VER:fin  
 aspirerà ( VERB ) lemma=`aspirare` VER:fin  
 aspirerò ( VERB ) lemma=`aspirare` VER:fin  
 aspiri ( VERB ) lemma=`aspirare` VER:fin  
 aspiriamo ( VERB ) lemma=`aspirare` VER:fin  
 aspiriate ( VERB ) lemma=`aspirare` VER:fin  
 aspirin ( VERB ) lemma=`aspirare` VER:fin  
 aspirina ( NOUN NOUN_SINGULAR ) 
 aspirine ( NOUN NOUN_SINGULAR ) lemma=`aspirina` NOUN  
 aspirino ( VERB ) lemma=`aspirare` VER:fin  
 aspiro ( VERB ) lemma=`aspirare` VER:fin  
 aspiro' ( VERB ) lemma=`aspirare` VER:fin  
 aspirò ( VERB ) lemma=`aspirare` VER:fin  
 asporta ( VERB ) lemma=`asportare` VER:fin  
 asportai ( VERB ) lemma=`asportare` VER:fin  
 asportammo ( VERB ) lemma=`asportare` VER:fin  
 asportan ( VERB ) lemma=`asportare` VER:fin  
 asportando ( NOUN NOUN_GERUND ) lemma=`asportare` VER:geru  
 asportandogli ( NOUN NOUN_GERUND ) lemma=`asportare` VER:geru:cli  
 asportandone ( NOUN NOUN_GERUND ) lemma=`asportare` VER:geru:cli  
 asportano ( VERB ) lemma=`asportare` VER:fin  
 asportante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`asportare` VER:ppre  
 asportanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`asportare` VER:ppre  
 asportar ( VERB_INFINITIVE VERB ) lemma=`asportare` VER:infi  
 asportare ( VERB_INFINITIVE VERB ) 
 asportaron ( VERB ) lemma=`asportare` VER:fin  
 asportarono ( VERB ) lemma=`asportare` VER:fin  
 asportasse ( VERB ) lemma=`asportare` VER:fin  
 asportasser ( VERB ) lemma=`asportare` VER:fin  
 asportassero ( VERB ) lemma=`asportare` VER:fin  
 asportassi ( VERB ) lemma=`asportare` VER:fin  
 asportassimo ( VERB ) lemma=`asportare` VER:fin  
 asportaste ( VERB ) lemma=`asportare` VER:fin  
 asportasti ( VERB ) lemma=`asportare` VER:fin  
 asportata ( VERB_PAST_PARTICIPLE VERB ) lemma=`asportare` VER:ppast  
 asportate ( VERB_PAST_PARTICIPLE VERB ) lemma=`asportare`asportare` VER:fin  VER:ppast  
 asportati ( VERB_PAST_PARTICIPLE VERB ) lemma=`asportare` VER:ppast  
 asportato ( VERB_PAST_PARTICIPLE VERB ) lemma=`asportare` VER:ppast  
 asportava ( VERB ) lemma=`asportare` VER:fin  
 asportavamo ( VERB ) lemma=`asportare` VER:fin  
 asportavan ( VERB ) lemma=`asportare` VER:fin  
 asportavano ( VERB ) lemma=`asportare` VER:fin  
 asportavate ( VERB ) lemma=`asportare` VER:fin  
 asportavi ( VERB ) lemma=`asportare` VER:fin  
 asportavo ( VERB ) lemma=`asportare` VER:fin  
 asportazione ( NOUN NOUN_SINGULAR ) 
 asportazioni ( NOUN NOUN_SINGULAR ) lemma=`asportazione` NOUN  
 asportera' ( VERB ) lemma=`asportare` VER:fin  
 asporterai ( VERB ) lemma=`asportare` VER:fin  
 asporteran ( VERB ) lemma=`asportare` VER:fin  
 asporteranno ( VERB ) lemma=`asportare` VER:fin  
 asporterebbe ( VERB ) lemma=`asportare` VER:fin  
 asporterebber ( VERB ) lemma=`asportare` VER:fin  
 asporterebbero ( VERB ) lemma=`asportare` VER:fin  
 asporterei ( VERB ) lemma=`asportare` VER:fin  
 asporteremmo ( VERB ) lemma=`asportare` VER:fin  
 asporteremo ( VERB ) lemma=`asportare` VER:fin  
 asportereste ( VERB ) lemma=`asportare` VER:fin  
 asporteresti ( VERB ) lemma=`asportare` VER:fin  
 asporterete ( VERB ) lemma=`asportare` VER:fin  
 asportero' ( VERB ) lemma=`asportare` VER:fin  
 asporterà ( VERB ) lemma=`asportare` VER:fin  
 asporterò ( VERB ) lemma=`asportare` VER:fin  
 asporti ( VERB ) lemma=`asportare` VER:fin  
 asportiamo ( VERB ) lemma=`asportare` VER:fin  
 asportiate ( VERB ) lemma=`asportare` VER:fin  
 asportin ( VERB ) lemma=`asportare` VER:fin  
 asportino ( VERB ) lemma=`asportare` VER:fin  
 asporto ( VERB ) lemma=`asportare` VER:fin  
 asporto' ( VERB ) lemma=`asportare` VER:fin  
 asportò ( VERB ) lemma=`asportare` VER:fin  
 aspra ( ADJECTIVE ) lemma=`aspro` ADJ  
 aspramente ( ADVERB ) 
 aspre ( ADJECTIVE ) lemma=`aspro` ADJ  
 asprezza ( NOUN NOUN_SINGULAR ) 
 asprezze ( NOUN NOUN_SINGULAR ) lemma=`asprezza` NOUN  
 aspri ( ADJECTIVE ) lemma=`aspro` ADJ  
 asprigna ( ADJECTIVE ) lemma=`asprigno` ADJ  
 asprigne ( ADJECTIVE ) lemma=`asprigno` ADJ  
 asprigni ( ADJECTIVE ) lemma=`asprigno` ADJ  
 asprignissima ( ADJECTIVE ) lemma=`asprigno` ADJ  
 asprignissime ( ADJECTIVE ) lemma=`asprigno` ADJ  
 asprignissimi ( ADJECTIVE ) lemma=`asprigno` ADJ  
 asprignissimo ( ADJECTIVE ) lemma=`asprigno` ADJ  
 asprigno ( ADJECTIVE ) 
 asprissima ( ADJECTIVE ) lemma=`aspro` ADJ  
 asprissime ( ADJECTIVE ) lemma=`aspro` ADJ  
 asprissimi ( ADJECTIVE ) lemma=`aspro` ADJ  
 asprissimo ( ADJECTIVE ) lemma=`aspro` ADJ  
 aspro ( ADJECTIVE ) 
 assaggera' ( VERB ) lemma=`assaggiare` VER:fin  
 assaggerai ( VERB ) lemma=`assaggiare` VER:fin  
 assaggeran ( VERB ) lemma=`assaggiare` VER:fin  
 assaggeranno ( VERB ) lemma=`assaggiare` VER:fin  
 assaggerebbe ( VERB ) lemma=`assaggiare` VER:fin  
 assaggerebber ( VERB ) lemma=`assaggiare` VER:fin  
 assaggerebbero ( VERB ) lemma=`assaggiare` VER:fin  
 assaggerei ( VERB ) lemma=`assaggiare` VER:fin  
 assaggeremmo ( VERB ) lemma=`assaggiare` VER:fin  
 assaggeremo ( VERB ) lemma=`assaggiare` VER:fin  
 assaggereste ( VERB ) lemma=`assaggiare` VER:fin  
 assaggeresti ( VERB ) lemma=`assaggiare` VER:fin  
 assaggerete ( VERB ) lemma=`assaggiare` VER:fin  
 assaggero' ( VERB ) lemma=`assaggiare` VER:fin  
 assaggerà ( VERB ) lemma=`assaggiare` VER:fin  
 assaggerò ( VERB ) lemma=`assaggiare` VER:fin  
 assaggi ( NOUN VERB NOUN_SINGULAR ) lemma=`assaggio`assaggiare` NOUN  VER:fin  
 assaggia ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiai ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiammo ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiamo ( VERB ) lemma=`assaggiare` VER:fin  
 assaggian ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiando ( NOUN NOUN_GERUND ) lemma=`assaggiare` VER:geru  
 assaggiano ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assaggiare` VER:ppre  
 assaggianti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assaggiare` VER:ppre  
 assaggiar ( VERB_INFINITIVE VERB ) lemma=`assaggiare` VER:infi  
 assaggiare ( VERB_INFINITIVE VERB ) 
 assaggiarli ( VERB_INFINITIVE VERB ) lemma=`assaggiare` VER:infi:cli  
 assaggiaron ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiarono ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiasse ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiasser ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiassero ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiassi ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiassimo ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiaste ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiasti ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiata ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaggiare` VER:ppast  
 assaggiate ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaggiare`assaggiare` VER:fin  VER:ppast  
 assaggiati ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaggiare` VER:ppast  
 assaggiato ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaggiare` VER:ppast  
 assaggiava ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiavamo ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiavan ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiavano ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiavate ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiavi ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiavo ( VERB ) lemma=`assaggiare` VER:fin  
 assaggin ( VERB ) lemma=`assaggiare` VER:fin  
 assaggino ( VERB ) lemma=`assaggiare` VER:fin  
 assaggio ( NOUN VERB NOUN_SINGULAR ) lemma=`assaggio`assaggiare` NOUN  VER:fin  
 assaggio' ( VERB ) lemma=`assaggiare` VER:fin  
 assaggiò ( VERB ) lemma=`assaggiare` VER:fin  
 assai ( ADVERB ) 
 assala ( VERB ) lemma=`assalire` VER:fin  
 assalan ( VERB ) lemma=`assalire` VER:fin  
 assalano ( VERB ) lemma=`assalire` VER:fin  
 assale ( VERB ) lemma=`assalire` VER:fin  
 assalendo ( NOUN NOUN_GERUND ) lemma=`assalire` VER:geru  
 assalente ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assalire` VER:ppre  
 assalenti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assalire` VER:ppre  
 assali ( VERB ) lemma=`assalire` VER:fin  
 assali' ( VERB ) lemma=`assalire` VER:fin  
 assaliamo ( VERB ) lemma=`assalire` VER:fin  
 assaliate ( VERB ) lemma=`assalire` VER:fin  
 assalii ( VERB ) lemma=`assalire` VER:fin  
 assalimmo ( VERB ) lemma=`assalire` VER:fin  
 assalir ( VERB_INFINITIVE VERB ) lemma=`assalire` VER:infi  
 assalira' ( VERB ) lemma=`assalire` VER:fin  
 assalirai ( VERB ) lemma=`assalire` VER:fin  
 assaliran ( VERB ) lemma=`assalire` VER:fin  
 assaliranno ( VERB ) lemma=`assalire` VER:fin  
 assalire ( VERB_INFINITIVE VERB ) 
 assalirebbe ( VERB ) lemma=`assalire` VER:fin  
 assalirebber ( VERB ) lemma=`assalire` VER:fin  
 assalirebbero ( VERB ) lemma=`assalire` VER:fin  
 assalirei ( VERB ) lemma=`assalire` VER:fin  
 assaliremmo ( VERB ) lemma=`assalire` VER:fin  
 assaliremo ( VERB ) lemma=`assalire` VER:fin  
 assalireste ( VERB ) lemma=`assalire` VER:fin  
 assaliresti ( VERB ) lemma=`assalire` VER:fin  
 assalirete ( VERB ) lemma=`assalire` VER:fin  
 assalirmi ( VERB_INFINITIVE VERB ) lemma=`assalire` VER:infi:cli  
 assaliro' ( VERB ) lemma=`assalire` VER:fin  
 assaliron ( VERB ) lemma=`assalire` VER:fin  
 assalirono ( VERB ) lemma=`assalire` VER:fin  
 assalirà ( VERB ) lemma=`assalire` VER:fin  
 assalirò ( VERB ) lemma=`assalire` VER:fin  
 assalisse ( VERB ) lemma=`assalire` VER:fin  
 assalisser ( VERB ) lemma=`assalire` VER:fin  
 assalissero ( VERB ) lemma=`assalire` VER:fin  
 assalissi ( VERB ) lemma=`assalire` VER:fin  
 assalissimo ( VERB ) lemma=`assalire` VER:fin  
 assaliste ( VERB ) lemma=`assalire` VER:fin  
 assalisti ( VERB ) lemma=`assalire` VER:fin  
 assalita ( VERB_PAST_PARTICIPLE VERB ) lemma=`assalire` VER:ppast  
 assalite ( VERB_PAST_PARTICIPLE VERB ) lemma=`assalire`assalire` VER:fin  VER:ppast  
 assaliti ( VERB_PAST_PARTICIPLE VERB ) lemma=`assalire` VER:ppast  
 assalito ( VERB_PAST_PARTICIPLE VERB ) lemma=`assalire` VER:ppast  
 assalitore ( NOUN NOUN_SINGULAR ) 
 assalitori ( NOUN NOUN_SINGULAR ) lemma=`assalitore` NOUN  
 assaliva ( VERB ) lemma=`assalire` VER:fin  
 assalivamo ( VERB ) lemma=`assalire` VER:fin  
 assalivan ( VERB ) lemma=`assalire` VER:fin  
 assalivano ( VERB ) lemma=`assalire` VER:fin  
 assalivate ( VERB ) lemma=`assalire` VER:fin  
 assalivi ( VERB ) lemma=`assalire` VER:fin  
 assalivo ( VERB ) lemma=`assalire` VER:fin  
 assalo ( VERB ) lemma=`assalire` VER:fin  
 assalon ( VERB ) lemma=`assalire` VER:fin  
 assalono ( VERB ) lemma=`assalire` VER:fin  
 assalta ( VERB ) lemma=`assaltare` VER:fin  
 assaltai ( VERB ) lemma=`assaltare` VER:fin  
 assaltammo ( VERB ) lemma=`assaltare` VER:fin  
 assaltan ( VERB ) lemma=`assaltare` VER:fin  
 assaltando ( NOUN NOUN_GERUND ) lemma=`assaltare` VER:geru  
 assaltano ( VERB ) lemma=`assaltare` VER:fin  
 assaltante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assaltare` VER:ppre  
 assaltanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assaltare` VER:ppre  
 assaltar ( VERB_INFINITIVE VERB ) lemma=`assaltare` VER:infi  
 assaltare ( VERB_INFINITIVE VERB ) 
 assaltaron ( VERB ) lemma=`assaltare` VER:fin  
 assaltarono ( VERB ) lemma=`assaltare` VER:fin  
 assaltasse ( VERB ) lemma=`assaltare` VER:fin  
 assaltasser ( VERB ) lemma=`assaltare` VER:fin  
 assaltassero ( VERB ) lemma=`assaltare` VER:fin  
 assaltassi ( VERB ) lemma=`assaltare` VER:fin  
 assaltassimo ( VERB ) lemma=`assaltare` VER:fin  
 assaltaste ( VERB ) lemma=`assaltare` VER:fin  
 assaltasti ( VERB ) lemma=`assaltare` VER:fin  
 assaltata ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaltare` VER:ppast  
 assaltate ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaltare`assaltare` VER:fin  VER:ppast  
 assaltati ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaltare` VER:ppast  
 assaltato ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaltare` VER:ppast  
 assaltatore ( NOUN NOUN_SINGULAR ) 
 assaltatori ( NOUN NOUN_SINGULAR ) lemma=`assaltatore` NOUN  
 assaltava ( VERB ) lemma=`assaltare` VER:fin  
 assaltavamo ( VERB ) lemma=`assaltare` VER:fin  
 assaltavan ( VERB ) lemma=`assaltare` VER:fin  
 assaltavano ( VERB ) lemma=`assaltare` VER:fin  
 assaltavate ( VERB ) lemma=`assaltare` VER:fin  
 assaltavi ( VERB ) lemma=`assaltare` VER:fin  
 assaltavo ( VERB ) lemma=`assaltare` VER:fin  
 assaltera' ( VERB ) lemma=`assaltare` VER:fin  
 assalterai ( VERB ) lemma=`assaltare` VER:fin  
 assalteran ( VERB ) lemma=`assaltare` VER:fin  
 assalteranno ( VERB ) lemma=`assaltare` VER:fin  
 assalterebbe ( VERB ) lemma=`assaltare` VER:fin  
 assalterebber ( VERB ) lemma=`assaltare` VER:fin  
 assalterebbero ( VERB ) lemma=`assaltare` VER:fin  
 assalterei ( VERB ) lemma=`assaltare` VER:fin  
 assalteremmo ( VERB ) lemma=`assaltare` VER:fin  
 assalteremo ( VERB ) lemma=`assaltare` VER:fin  
 assaltereste ( VERB ) lemma=`assaltare` VER:fin  
 assalteresti ( VERB ) lemma=`assaltare` VER:fin  
 assalterete ( VERB ) lemma=`assaltare` VER:fin  
 assaltero' ( VERB ) lemma=`assaltare` VER:fin  
 assalterà ( VERB ) lemma=`assaltare` VER:fin  
 assalterò ( VERB ) lemma=`assaltare` VER:fin  
 assalti ( NOUN VERB NOUN_SINGULAR ) lemma=`assalto`assaltare` NOUN  VER:fin  
 assaltiamo ( VERB ) lemma=`assaltare` VER:fin  
 assaltiate ( VERB ) lemma=`assaltare` VER:fin  
 assaltin ( VERB ) lemma=`assaltare` VER:fin  
 assaltino ( VERB ) lemma=`assaltare` VER:fin  
 assalto ( NOUN VERB NOUN_SINGULAR ) lemma=`assalto`assaltare` NOUN  VER:fin  
 assalto' ( VERB ) lemma=`assaltare` VER:fin  
 assaltò ( VERB ) lemma=`assaltare` VER:fin  
 assalì ( VERB ) lemma=`assalire` VER:fin  
 assapora ( VERB ) lemma=`assaporare` VER:fin  
 assaporai ( VERB ) lemma=`assaporare` VER:fin  
 assaporammo ( VERB ) lemma=`assaporare` VER:fin  
 assaporan ( VERB ) lemma=`assaporare` VER:fin  
 assaporando ( NOUN NOUN_GERUND ) lemma=`assaporare` VER:geru  
 assaporano ( VERB ) lemma=`assaporare` VER:fin  
 assaporante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assaporare` VER:ppre  
 assaporanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assaporare` VER:ppre  
 assaporar ( VERB_INFINITIVE VERB ) lemma=`assaporare` VER:infi  
 assaporare ( VERB_INFINITIVE VERB ) 
 assaporarla ( VERB_INFINITIVE VERB ) lemma=`assaporare` VER:infi:cli  
 assaporarlo ( VERB_INFINITIVE VERB ) lemma=`assaporare` VER:infi:cli  
 assaporaron ( VERB ) lemma=`assaporare` VER:fin  
 assaporarono ( VERB ) lemma=`assaporare` VER:fin  
 assaporasse ( VERB ) lemma=`assaporare` VER:fin  
 assaporasser ( VERB ) lemma=`assaporare` VER:fin  
 assaporassero ( VERB ) lemma=`assaporare` VER:fin  
 assaporassi ( VERB ) lemma=`assaporare` VER:fin  
 assaporassimo ( VERB ) lemma=`assaporare` VER:fin  
 assaporaste ( VERB ) lemma=`assaporare` VER:fin  
 assaporasti ( VERB ) lemma=`assaporare` VER:fin  
 assaporata ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaporare` VER:ppast  
 assaporate ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaporare`assaporare` VER:fin  VER:ppast  
 assaporati ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaporare` VER:ppast  
 assaporato ( VERB_PAST_PARTICIPLE VERB ) lemma=`assaporare` VER:ppast  
 assaporava ( VERB ) lemma=`assaporare` VER:fin  
 assaporavamo ( VERB ) lemma=`assaporare` VER:fin  
 assaporavan ( VERB ) lemma=`assaporare` VER:fin  
 assaporavano ( VERB ) lemma=`assaporare` VER:fin  
 assaporavate ( VERB ) lemma=`assaporare` VER:fin  
 assaporavi ( VERB ) lemma=`assaporare` VER:fin  
 assaporavo ( VERB ) lemma=`assaporare` VER:fin  
 assaporera' ( VERB ) lemma=`assaporare` VER:fin  
 assaporerai ( VERB ) lemma=`assaporare` VER:fin  
 assaporeran ( VERB ) lemma=`assaporare` VER:fin  
 assaporeranno ( VERB ) lemma=`assaporare` VER:fin  
 assaporerebbe ( VERB ) lemma=`assaporare` VER:fin  
 assaporerebber ( VERB ) lemma=`assaporare` VER:fin  
 assaporerebbero ( VERB ) lemma=`assaporare` VER:fin  
 assaporerei ( VERB ) lemma=`assaporare` VER:fin  
 assaporeremmo ( VERB ) lemma=`assaporare` VER:fin  
 assaporeremo ( VERB ) lemma=`assaporare` VER:fin  
 assaporereste ( VERB ) lemma=`assaporare` VER:fin  
 assaporeresti ( VERB ) lemma=`assaporare` VER:fin  
 assaporerete ( VERB ) lemma=`assaporare` VER:fin  
 assaporero' ( VERB ) lemma=`assaporare` VER:fin  
 assaporerà ( VERB ) lemma=`assaporare` VER:fin  
 assaporerò ( VERB ) lemma=`assaporare` VER:fin  
 assapori ( VERB ) lemma=`assaporare` VER:fin  
 assaporiamo ( VERB ) lemma=`assaporare` VER:fin  
 assaporiate ( VERB ) lemma=`assaporare` VER:fin  
 assaporin ( VERB ) lemma=`assaporare` VER:fin  
 assaporino ( VERB ) lemma=`assaporare` VER:fin  
 assaporo ( VERB ) lemma=`assaporare` VER:fin  
 assaporo' ( VERB ) lemma=`assaporare` VER:fin  
 assaporò ( VERB ) lemma=`assaporare` VER:fin  
 assassina ( NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`assassino`assassina`assassinare` ADJ  NOUN  VER:fin  
 assassinai ( VERB ) lemma=`assassinare` VER:fin  
 assassinammo ( VERB ) lemma=`assassinare` VER:fin  
 assassinan ( VERB ) lemma=`assassinare` VER:fin  
 assassinando ( NOUN NOUN_GERUND ) lemma=`assassinare` VER:geru  
 assassinandola ( NOUN NOUN_GERUND ) lemma=`assassinare` VER:geru:cli  
 assassinandole ( NOUN NOUN_GERUND ) lemma=`assassinare` VER:geru:cli  
 assassinano ( VERB ) lemma=`assassinare` VER:fin  
 assassinante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assassinare` VER:ppre  
 assassinanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`assassinare` VER:ppre  
 assassinar ( VERB_INFINITIVE VERB ) lemma=`assassinare` VER:infi  
 assassinare ( VERB_INFINITIVE VERB ) 
 assassinarla ( VERB_INFINITIVE VERB ) lemma=`assassinare` VER:infi:cli  
 assassinarli ( VERB_INFINITIVE VERB ) lemma=`assassinare` VER:infi:cli  
 assassinarlo ( VERB_INFINITIVE VERB ) lemma=`assassinare` VER:infi:cli  
 assassinaron ( VERB ) lemma=`assassinare` VER:fin  
 assassinarono ( VERB ) lemma=`assassinare` VER:fin  
 assassinasse ( VERB ) lemma=`assassinare` VER:fin  
 assassinasser ( VERB ) lemma=`assassinare` VER:fin  
 assassinassero ( VERB ) lemma=`assassinare` VER:fin  
 assassinassi ( VERB ) lemma=`assassinare` VER:fin  
 assassinassimo ( VERB ) lemma=`assassinare` VER:fin  
