##<<SPANISH 
concept: ~numberoperator()
maximizar minimizar
Desnacionalizar nacionalizar
descentralizar centralizar
descentralizar centralizar
centralizar descentralizar
Despresurizar presurizar
Desmagnetizar Magnetizar
Desincronizar sincronizar
Despersonalizar personalizar
Depersonalizar personalizar
calor guay
Disuadir unificar
nacer morir
Desmaterializar materializar
aclarar oscurecer
oscurecer aligerar
estrecho ensanchar
Desafinado melodía
afear embellecer
Escalar escalar
color descolorar
ennegrecer blanquear
desestabilizar estabilizar
desestabilizar estabilizar
desatascar bloquear
descongelar congelar
empeorar Mejórate
regreso Progreso
tramo encogimiento
explotar reducir
Oxidar Desoxidar
Deshumidificar humedecer
hidratar deshidratar
empeorar mejor
animar amortiguar
desorden Despejar
privar enriquecer
permanecer cambio
"mantener bajos" vómito
neumático refrescar
llorar risa
desnudo vestir
"Ropa interior" "vestirse con demasiada elegancia"
ganancia reducir
reprender vestirse
relajarse tiempo
Desatarse tensión
Desenergizar energizar
Desenergizar energizar
estimular sosegado
"llevar a" anestesiar
despertar dormir
"Causar dormir" despertar
despertarse "quedarse dormido"
Levántate acostarse
apagar entregar
Estivate hibernar
inhalar exhalar
"Con reverencia" Irreverentemente
sinceramente Sinceramente
Inconmovible memorablemente
ampliamente Escasamente
Insinceramente sinceramente
"Sin instrucción" Instructivamente
Imprudentemente Prudentemente
Imprecisamente precisamente
exactamente exactamente
Penitente Impenitentemente
Arrepentirse "Sin arrepentimiento"
Inmoralmente Moralmente
Legalmente Ilegalmente
Licitamente Ilícitamente
Ilegiblemente legiblemente
"Sin humor" "Con humor"
triste alegremente
fortísimo pianísimo
Barato Costoso
Inexcusablemente Excusamente
Imperdonablemente Indulgente
Imperdonablemente Perdonablemente
"Con frecuencia" elocuentemente
Desinteresadamente Egoístamente
Ineficazmente eficazmente
"Con confianza" Desconfiado
Deshonestamente honestamente
desagradablemente agradablemente
Inofensivamente Perjudicialmente
"a regañadientes" "de buena gana"
"Con credibilidad" Incrédulo
Creyendo Incrédulo
Creíblemente increíblemente
sucio bastante
descuidadamente cuidadosamente
Desgraciadamente "con agradecimiento"
"Sin ambición" ambiciosamente
"Sin saberlo" sabiendas
inconscientemente sabiendas
Ineficientemente eficientemente
Desfavorablemente favorablemente
Indefectiblemente Confiablemente
"Poco fiable" seguramente
"en general" estrechamente
"con descortesía" Educadamente
Impropia Propiamente
Aficionado Expertamente
Infructuosamente Fructuosamente
"Sin lucro" Rentablemente
Monauralmente Binauralmente
Injustamente justamente
Equivocadamente derecho
Ininteligiblemente Inteligiblemente
"Sin temor" "con miedo"
correctamente incorrectamente
Desgraciadamente graciosamente
Incompetentemente Competente
ligeramente fuertemente
Asimétricamente Simétricamente
continuamente Inestablemente
Teóricamente Empíricamente
despacio "con rapidez"
Despreocupadamente atentamente
"fuera de alcance" "En mano"
titubeantemente "Sin vacilar"
Artificialmente naturalmente
Inadecuadamente adecuadamente
"ante todo" Secundariamente
Atípicamente típicamente
Inconsistentemente consecuentemente
menos "Al más alto grado"
"al aire libre" adentro
notablemente Inédito
"lo peor" "a lo mejor"
"a lo sumo" "al menos"
Menos Menos
Menos "En mayor medida"
"Río abajo" "Río arriba"
"hacia arriba" "hacia abajo"
"hacia arriba" "hacia abajo"
"contra el viento" "Viento abajo"
Inconclusivamente Conclusivamente
Sano Locamente
adelante espalda
accidentalmente deliberadamente
"de ninguna manera" "por todos los medios"
Intolerablemente Tolerablemente
Desafortunadamente "por suerte"
infelizmente "por suerte"
tristemente felizmente
"en general" específicamente
raramente "a menudo"
Nunca nunca
enfermo bien
totalmente parcialmente
"Sin recolectar" reunido
Postnupcial Prenupcial
Exocrino endocrino
Procariótico Eucariótico
Afebril febril
eugenésico Disgénico
Eremita Cenobítico
Analfabético alfabético
"Sin flor" floración
"Sin cocer" Descascarado
espiritual mundano
pesado Manejable
anhidro hidratado
"No volátil" volátil
Ovovípara vivíparo
ovíparo vivíparo
"Sin variación" variado
Unguiculado ungulado
bivalvo Univalve
Overhand solapado
atípico típico
"Sin tráfico" viajado
intratable manejable
atonal tonal
"sin impuestos" imponible
"sin tacto" diplomático
Zigomórfico Actinomórfico
"No sorprendido" sorprendido
dócil obstinado
atónico tónico
curvo Derecho
acallado expresado
inducido espontáneo
todavía espumoso
"no resuelto" Resuelto
"Sin abrillantar" Rayado
numérico verbal
compuesto sencillo
ciego "de vista normal"
hipermétrope miope
Descalificado Calcada
"Sin coser" calzado
Inestable Impactable
antiafrodisíaco afrodisiaco
asexual sexual
antiséptico séptico
antihigiénico sanitario
Extrasensorial sensorial
insensible sensato
Inescalable Escalable
insaciable saciar
Invendible vendible
impío santo
Prolate oblato
angular redondeado
cuadrado redondo
"Sin autorización" Asombrado
"No retráctil" aspirante
Indolente retentivo
aperiódico periódico
multiforme uniforme
Unrhymed rimado
"no repetitivo" Repetitivo
Inconquistable citable
irreparable "que se puede reparar"
"No renovable" Renovable
"No regenerar" regenerado
cerebral emocional
inquieto sosegado
Impropio profético
Opistogmático prognato
"no prescripción" prescripción
"No quemado" Arado
espontáneo estudió
estampado llanura
impermeable permeable
preventivo permisivo
impenitente penitente
impenitente arrepentido
Impaciente pacífico
Marido "Con ganas"
"Sin alinear" Delineado
"Sin labios" Labios
interior "al aire libre"
Desorientando Orientación
"Sin orientar" Orientado
atomístico Holístico
opuesto alterno
cerrar abierto
"fuera de juego" "en posición correcta"
apagado apagado
desagradable sabroso
subjetivo objetivo
discreto entrometido
"No sexual" neurótico
bruto red
impasible movido
Menos Menos
menos menos
menos menos
polifónico Monofónico
"No militar" militar
Amebólico metabólico
despiadado misericordioso
"Sin fundir" Derretido
"no musical" musical
"sin aire" melodioso
"sin sentido" significativo
"todo el año" estacional
verde maduro
"No femenina" mujeril
"Sin tripulación" tripulado
afeminado varonil
minúscula mayúscula
geográfico magnético
antimagnético magnético
desafortunado suerte
odioso amable
endémico Ecdemico
endémico epidemia
Inhabitable habitable
grabado vivir
"No lineal" lineal
Desagradable igual
platirrino Leptorrhine
platirrino Catarrear
Catarrear Leptorrhine
pequeña grande
pequeño grande
"Sin barnizar" Laureado
"Sin etiqueta" etiquetado
desconocido conocible
Inmerecido Merecido
anisótropo Isotrópico
"Sin arrugas" arrugado
acuoso ígneo
"No intrusivo" intruso
Extrospectivo introspectivo
extrínseco intrínseco
Intraspecies Interspecies
"no dibujado" diseñado
aislado integrado
Unedificante edificante
culpable inocente
agnóstico Gnóstico
Transeunte inmanente
"Sin humor" humorístico
invernal otoñal
invernal veraniego
invernal vernal
Sentado "en pie"
Unerecto erguido
inclinado vertical
vertical horizontal
deshonesto honesto
análogo Heterólogo
"Tierra baja" meseta
"No ecóico" onomatopéyico
Inhabilitando Permitiendo
atento desatento
quirúrgico médico
Desagradable arrepentido
Poliploide Haploide
Diploide Haploide
tacaño generoso
endémico cosmopolita
inodoro oloroso
maloliente fragante
"no nativo" nativo
adoptado nativo
revés derechazo
estéril fértil
desfavorable favorable
"Sin grasa" graso
"Sin estilo" elegante
"No extensible" Extensible
implícito explícito
inexplicable explicable
barato costoso
extinto existente
inconvertible convertible
impar incluso
Disfórico Eufórico
"Poco halagador" halagüeño
Hipotónico Isotónico
Hipertónico Isotónico
Unenterprising emprendedor
Desinteresado Preguntando
letárgico energético
Exógeno Endógeno
exotérmico Endotérmico
Exoérgico Endoérgico
independiente asalariado
"sin energía" fuerte
ineficaz eficaz
incomible comestible
"Sin dinamismo" dinámica
"De doble cañón" "De un solo cañón"
Inseguro servil
desenfocado Enfocado
"poco diplomático" diplomático
"no fidedigno" "de confianza"
obediente desafiante
interrogatorio declaratorio
"No duradero" datable
perenne anual
bienal anual
"No cíclico" cíclico
"hecho a máquina" "hecho a mano"
multidimensional Unidimensional
Planar lineal
Planar cúbico
lineal cúbico
"No racial" crucial
increíble creíble
Creativo creativo
incivil civil
Incontrovertible polémico
"Sin sacerdote" sacerdotal
"Poco convencional" agradable
"no conductivo" conductivo
"No forzado" Forzado
Hipertrofiado Atrofiado
excéntrico concéntrico
convexo cóncavo
"Sin quejarse" quejumbroso
inmiscible Miscible
"costa afuera" "En la costa"
cerca lejos
confuso Claro
Radiopaco Radiolúcido
Tramontano Cismontane
incoloro vistoso
"Sin color" "de colores"
"Blanco y negro" color
"sin propietario" Propiedad
inmutable mudable
Evitable inevitable
inseguro "Por supuesto"
"no poroso" poroso
Acaudato "con la cola"
Clinker-construido "Carvel construido"
Acarpelous Carpelo
"sin espinas" óseo
"Sin enterrar" enterrado
fraternal fraternal
"sin prejuicios" parcial
"Gutless traducción espanol" Valiente
cobardemente valiente
desatado atado
Moreno rubio
cuadrúpedo bípedo
cuadrúpedo bípedo
Trinucleado Binucleado
Trinucleado Mononuclear
Mononuclear Binucleado
maligno benigno
"Sin vientre" "Con vientre"
peludo "sin pelo"
"Sin barbar" Barrenado
inconsciente consciente
Heterogéneo autógeno
supersónico Sonic
subsónico Sonic
inaudible audible
pedunculado sésil
libre adjunto
Incierto positivo
Desarmado blindado
"No arboroso" arbóreo
postnatal Perinatal
postnatal prenatal
Perinatal prenatal
sintético analítico
oral anal
pobre amplio
"Poco ambicioso" ambicioso
egoísta altruista
Inaudible alerta
"No agresivo" agresivo
Inestético estético
"Poco aventurero" aventurero
"Sin adornos" adornado
sustantivo adjetivo
"no adictivo" adictivo
Desadaptativo adaptado
potencial real
"de estado" activo
latente activo
Anfotérico alcalino
Anfotérico ácido
"Sin aburrir" Abusado
"No adsorbente" adsorbente
"No absorbente" absorbente
relativo absoluto
Aductor abductor
"a través del tiempo" "Tiempo de regulación"
"equinoccio de otoño" "equinoccio de primavera"
"puesta de sol" amanecer
noche día
muerte nacimiento
"día de descanso" "Día de trabajo"
Intrón Exón
aislante conductor
Anticatalizador Catalizador
Hipotonía Hipertonia
Hipotonía Hypertonus
Hipermetropía miopía
"falta de aptitud" aptitud
sequedad humedad
susceptibilidad Inesceptibilidad
"mal tiempo" "buen tiempo"
Atípicalidad Tipicidad
suciedad limpieza
pobreza riqueza
impureza pureza
imposibilidad posibilidad
"mala suerte" "buena suerte"
imperfección perfección
Bienestar enfermedad
incomodidad comodidad
"mala fama" reputación
inmadurez madurez
disminución mejora
coherencia incoherencia
Unión separación
locura cordura
Hipoglucemia Hiperglucemia
Hipocalcemia Hipercalcemia
Hipovolemia Hipervolemia
Hipotensión hipertensión
"Mala salud" "buena salud"
potencia impotencia
Potencia impotencia
Anestro Celo
somnolencia desvelo
sobriedad embriaguez
inacción acción
desequilibrio equilibrar
culpa inocencia
guerra paz
exogamia endogamia
falsedad verdad
"no existencia" existencia
"No ser" siendo
"Ángulo saliente" "Ángulo reentrante"
"triángulo rectángulo" "Triángulo oblicuo"
"línea recta" curva
Negatividad Positividad
Asincronismo sincronismo
Desincronización Sincronización
Intransitividad Transitividad
alicuanta alícuota
Ensanchando estrechamiento
"Operación en serie" "Funcionamiento en paralelo"
proliferación "no proliferación"
peristalsis Anastasis
palingenesia Cenogénesis
salida afluencia
Eflujo afluencia
inflación desinflación
evolución devolución
Catabolismo anabolismo
"Seguridad no listada" "Seguridad en la lista"
efectivo crédito
pérdida ganancia
"falta de pago" pago
gastos ingresos
Pleurocarp Acrocarpo
"corriente continua" "corriente alterna"
repulsión atracción
esposa marido
voluntario recluta
"Agente general" "agente especial"
tío tía
"Persona delgada" "persona gorda"
"Tirador cuadrado" mentiroso
especialista Generalista
chico niña
fumador "no fumador"
hermana hermano
militar civil
Cenobita eremita
reina Rey
demandante acusado
madre padre
"no es miembro" miembro
perdedor Logro
Señor dama
libertador apresador
lego clérigo
halcón paloma
enemigo amigo
Elitista igualitario
descendiente antepasado
deudor acreedor
juvenil adulto
Eudemon Cacodemon
"aguas territoriales" "alta mar"
descendencia ascenso
desincentivo incentivo
"área urbana" "área rural"
Periluna Apoluna
Periapsis Apoapisis
Antapex apéndice
flora fauna
socialismo capitalismo
"Economía no mercantil" "economía de mercado"
"no alineamiento" alineación
laicado clero
defensa ofensa
defensa ofensa
enjuiciamiento defensa
"No iniciado" iniciado
tímido valiente
joven Envejecido
Varietal genérico
"leche entera" "leche desnatada"
"una manzana cocina" "Comiendo manzana"
"mal humor" "buen humor"
misoginia Filoginia
descontento contentamiento
Tristeza alegría
dolor alegría
tristeza felicidad
confianza timidez
intrepidez miedo
gravedad ligereza
humildad orgullo
ingratitud gratitud
dolor Placer
derrota victoria
Levorotation Dextrorotation
pleamar reflujo
"marea baja" "la marea alta"
ingreso salida
"Nacimiento vivo" "nacimiento de un niño muerto"
finalizando comenzando
responder pregunta
"Consonante continua" "Detener la consonante"
consonante vocal
polifonía Monofonía
"viejo estilo" moderno
"Fuente proporcional" "Fuente de anchura fija"
"Números romanos" "Numeral arábico"
falsedad verdad
Sincronización Categorizar
universal especial
"no interferencia" interferencia
"En hospitalidad" hospitalidad
software hardware
"mala interpretación" construcción
oblicuo nominativo
sinónimo antónimo
"correo electrónico" "correo postal"
"correo electrónico" "correo postal"
teísmo ateísmo
disconformidad conformidad
Inconformismo Conformismo
imparcialidad parcialidad
Romanticismo clasicismo
"Teoría corpuscular" "Teoría de ondas"
Holismo atomismo
Disgenicos eugenesia
"Intervalo abierto" "Intervalo cerrado"
incredulidad creencia
"Principio de la realidad" "principio del placer"
divergencia Convergencia
"pensamiento divergente" "pensamiento convergente"
síntesis análisis
incertidumbre certeza
Incógnita conocimiento
Kinanesthesia Kinesthesia
Creatividad Creatividad
analfabetismo alfabetismo
incapacidad capacidad
Infierno Cielo
receptor Efector
flexor "músculo extensor"
Finitud Infinitud
ineficacia eficacia
Impotencia poder
"Sin propósito" decisión
Dispensabilidad Indispensable
Inesencialidad esencialidad
"Falta de rentabilidad" rentabilidad
inoportunidad conveniencia
pena recompensa
Impropiedad "carácter propicio"
Desfavorabilidad Favorabilidad
Factibilidad factibilidad
impracticabilidad practicabilidad
Inutilidad utilidad
inutilidad utilidad
Indeseable atractivo
desmérito mérito
llanura Alteza
estrechez Amplitud
superficialidad profundidad
Inmodificación moderación
escasez abundancia
insuficiencia adecuación
pequeñez extensión
pequeñez Bigness
superficialidad profundidad
cercanía Longevidad
gradualidad pendiente
asimetría simetría
inoportunidad oportunidad
posterioridad prioridad
ligereza pesadez
inflexibilidad flexibilidad
inaudibilidad audibilidad
invisibilidad visibilidad
Calidez frialdad
Feminidad machismo
flacura gordura
Indigestibilidad digestibilidad
Incompatibilidad "sabor agradable"
blandura volumen
"tono bajo" "tono alto"
"Color acromático" "Color cromático"
Incoloro color
aspereza suavidad
Impermeabilidad permeabilidad
impermeabilidad permeabilidad
solidez porosidad
"Grupo reducido de instrucciones para computadoras" "equipo conjunto de instrucciones complejas"
RISC CISC
Mediade inmediación
Indirecta franqueza
descortesía cortesía
informalidad formalidad
desenfreno mansedumbre
dificultad Tractabilidad
desconcierto calma
deshonestidad modestia
indecoro decoro
"Incorrección política" "corrección política"
impropiedad propiedad
Impropiedad Propiedad
imprevisión providencia
locura sabiduría
humildad presunción
Ingenuidad sofisticación
deslealtad lealtad
infidelidad fidelidad
deshonestidad honestidad
Descrédito reputación
Deshonrabilidad Honorabilidad
indecisión decisión
Irresolución resolución
"Gutlessness traducción espanol" Coraje
timidez audacia
cobardía valor
incurabilidad curabilidad
Impiedad santidad
injusticia justicia
"en consideración" consideración
irreflexión consideración
insensibilidad sensibilidad
malignidad benignidad
malignidad Benignidad
"falta de equidad" equidad
egoísmo altruismo
Iliberalidad liberalidad
tacañería generosidad
Despiadado misericordia
impiedad piedad
polisemia Monosemy
ambigüedad Inequidad
"Falta de claridad" claridad
oscuridad claridad
Ilegibilidad legibilidad
Imprecisión precisión
Inexactitud exactitud
Desorden frecuencia
Inaceptable aceptabilidad
insalubridad salubridad
"falta de lógica" Lógica
Inverosimilitud plausibilidad
incredibilidad credibilidad
flojedad fijeza
inmovilidad movilidad
complejidad sencillez
Insubstancialidad sustancialidad
Incorporeidad Corporeidad
Intangibilidad tangibilidad
impalpabilidad palpabilidad
Contrafactualidad Factualidad
Ingobernabilidad Probabilidad
improbabilidad probabilidad
heterogeneidad homogeneidad
"No uniforme" uniformidad
Diferencia semejanza
inmutabilidad mutabilidad
Invariabilidad Intercambiabilidad
constancia inconstancia
Inmutabilidad Variabilidad
inferioridad superioridad
"baja calidad" "alta calidad"
Indisponibilidad disponibilidad
infelicidad felicidad
Inaptitud aptitud
Inapropiado idoneidad
incongruidad Congruencia
dificultad facilitar
"lo aburrido" nitidez
blandura nitidez
opacidad claridad
Indecibilidad confianza
"Falta de fiabilidad" confiabilidad
Inconductividad Fiabilidad
irresponsabilidad responsabilidad
"Falta de confianza" lealtad
Despreocupación Atención
Unwariness cautela
Incautación precaución
"Falta de vecindad" "buena vecindad"
cercanía franqueza
Insociabilidad sociabilidad
frivolidad gravedad
renuencia complacencia
impaciencia paciencia
"Falta de emoción" emoción
"Célula voltaica" "Célula electrolítica"
"Almacenamiento volátil" "almacenamiento no volátil"
"prenda interior" "ropa de calle"
"Buque de superficie" sumergible
Estator rotor
"Bomba inteligente" "Bomba muda"
"medicamento con receta médica" "medicina de venta libre"
"Fuera del campo" Infield
"droga generica" "Medicamento de marca"
"Bajo relieve" "gran alivio"
"Ungulado igualado" "Ungulado de punta impar"
Diapsid Anápside
Carinar Ratita
"No compromiso" compromiso
"No participación" enredo
Asamblea Desmontaje
deservicio Servicio
conformidad incumplimiento
integración segregación
absolución convicción
"Juicio in rem" "Juicio en persona"
desestabilización estabilización
desmovilización movilización
encantador armamento
desarmamiento armamento
Despenalización Criminalización
discontinuación continuación
homeopatía alopatía
sofbol Duro
desunión Unión
Detribalización Tribalización
expansión contracción
avanzar retirada
comienzo terminar
defecto paso
todas nada
"antes de" después
crear destruir
contento triste
en fuera
ruidoso Quie
ordenado sucio
encima debajo
real falso
"boca arriba" "al revés"
difícil fácil
antiguo moderno
cada ninguna
tonto inteligente
loca cuerdo
##>>
