
##<<GERMAN 
concept: ~numberoperator()
ungesund gesund
eng breit
eng breit
unüberschaubar wieldy
wigless wigged
abgeneigt bereit
"ohne Flügel" geflügelt
kabellos verdrahtet
töricht weise
unwooded bewaldet
nicht-holzigen holzig
weltfremd zeitlich
unwoven gewebt
neu getragen
unwürdig würdig
wertigen xeric
mesic xeric
mesic wertigen
azonal zonale
pleurocarpous acrocarpous
fossorial cursorial
heterozerk homocercal
unwebbed Schwimmhäuten
unfacettierten facettiert
Gegen ipsilateral
einspringenden salient
rückwirkend proaktive
rh-negativ rh-positiv
synkategorematischen kategorematische
nomothetischen idiographic
"für's Leben" Pro-Wahl
ungetauften getauft
maligne gutartig
calcifugous calcicolous
nichtinvertierbaren umkehrbar
immunodeficient immunokompetente
xenogenetischen allogenen
"Kurz angespornt" "Lang angespornt"
schalenlosen geschält
jawless jawed
hautlos gehäutet
nonflowering Blüte
adient abient
kathodische anodische
heterotrophen autotrophen
ebracteate bracteate
intrazellulär extrazelluläre
eremitical coenobitical
palingenetischen cenogenetische
achromatinic chromatinic
omnidirektionale Richtungs
eugenische cacogenic
afebrile fiebrig
fiktionalen fiktiven
bundfrei geärgert
"nicht harmonischen" harmonisch
nichtionische ionische
unmyelinated myelinisierte
syntagmatische paradigmatisch
nonpasserine Sperlings
nonphotosynthetic photo
nonruminant Wiederkäuer
nicht-kugelförmigen sphärisch
nichtsteroidalen steroidale
nichteitrig eitrige
thematischen unthematisch
nicht-thermischen Thermal
instrumental Vokal
hydrokinetischen hydrostatisch
"nicht räumliche" räumlichen
nichtsprachlichen sprachlichen
cephalic kaudal
nicht-finanzielle Finanz
prokaryotische eukaryotischen
avascular Gefäß
kernigen einkernigen
nonsurgical chirurgische
exokrinen endokrinen
ahistorisch historische
pro-amerikanisch anti-amerikanisch
kationischen anionische
inquisitorischen Akkusationsprinzip
postnuptial antenuptial
abteilungs interdepartementale
allopathischen homöopathische
translationale nontranslational
ungerächt gerächt
uncollected gesammelt
unbestritten bestritten
ungefüllt gefüllt
ungemälztem gemälzt
ungestellten gestellt
unverseiftes verseift
Hass Liebe
Erwachsene Kind
Gegenteil wechseln
emittieren absorbieren
Refrain Handlung
"nicht zustimmen" zustimmen
"nach Datum" predate
trotzen "leihen sich"
Ausbeute Stand
"Gleichgewicht bringen" Balance
erfüllen unterschreiten
entsprechen verletzen
Fräulein haben
haben Mangel
vermeiden erfordern
erliegen überleben
Ende Start
fehlschlagen verwalten
decolonise besiedeln
verteidigen "zu verfolgen"
behalten behalten
befreit erzwingen
entehren Ehre
fehlschlagen gelingen
"sich verhalten" "schlecht benehmen"
deregulieren regulieren
ablehnen eingestehen
beschränken frei
legalisieren verbieten
legalisieren verbieten
entkriminalisieren kriminalisieren
erinnern Problem
Vereinen Teilen
munden Boykott
verhindern Lassen
eingestehen ausschließen
decertify bestätigen
desorganisieren organisieren
abschaffen schaffen
Leerlauf Arbeit
mieten Feuer
vorausgehen gelingen
degradieren fördern
investieren veräußern
einbüßen Anspruch
verlieren "die Gewinnzone erreichen"
verlieren profitieren
verlieren behalten
verlieren finden
"die Gewinnzone erreichen" profitieren
sparen Abfall
zulassen verweigern
Standard Bezahle
verkaufen kaufen
"sich weigern" akzeptieren
sauer versüßen
verwirren Orient
verstecken Show
desodorieren odorieren
sensibilisieren desensibilisieren
erweitern Vertrag
eilen verweilen
eingeben Ausfahrt
verlassen ankommen
bleibe abfahren
zurück vorrücken
zurücktreten vorrücken
sinken schweben
hinlegen entstehen
Hinsetzen entstehen
erziehen niedriger
absteigen aufsteigen
fallen "erhebt euch"
Set "erhebt euch"
aussteigen "Spring auf"
Ebbe Tide
drücken ziehen
Anfang halt
bleibe Bewegung
"kommen Sie" gehen
"bleiben an Ort und Stelle" Reise
"herabsehen auf" bewundern
gönne Wunsch
entmutigen ermutigen
entzaubern verzaubern
missfallen Bitte
drücken begeistern
beschweren erleichtern
abstoßen anlocken
ruhig agitieren
underact übertreiben
Ebene erziehen
zerlegen montieren
entfalten falten
Lüge sitzen
Lüge Stand
Stand sitzen
Maschinenwäsche Handwäsche
dreckig reinigen
entfernen Hütte
gehen "mach weiter"
Leerlauf Lauf
entspannen Wind
entwirren Ravel
Knoten entknoten
unbraid flechten
unweave weben
untwine Schnur
absatteln Sattel
entlasten Belastung
auspacken Pack
unbox Box
Unstuff Sachen
unclog verstopfen
behindern frei
loslassen halt
entwirren verwickeln
unsnarl Knurren
wegbringen bringen
entkorken Kork
ziehen "Stecker in"
dekomprimieren Kompresse
versammeln Verbreitung
Unterbrechung reparieren
abkuppeln Paar
beitreten trennen
Krawatte lösen
auspacken wickeln
entspannen Biege
aufrauen glatt
schärfen stumpf
Fräulein schlagen
aufdrehen Twist
leben "lebe in"
"Essen gehen" "essen in"
widerstehen Kapitulation
Zurückfallen gewinnen
entmilitarisieren militarisieren
entladen gewinnen
mobilisieren demobilisieren
entwaffnen Arm
aussteigen eingeben
öffnen Nahansicht
verallgemeinern angeben
löschen Aufzeichnung
dekodieren kodieren
Punch-Out "Schlag ein"
Stimme devoice
verschleiern klären
schweige "sich unterhalten"
beschweren jubeln
überführen freisprechen
disoblige verpflichten
schmeicheln verunglimpfen
entheiligen weihen
segnen Fluch
boo applaudieren
loben kritisieren
undeceive täuschen
untertreiben überzubewerten
verleugnen bekennen
eingestehen verweigern
Dissens Zustimmung
erlauben verbieten
zulassen "nicht zuzulassen"
unterschätzen überzubewerten
disesteem Wertschätzung
Vertrauen Misstrauen
indispose verfügen
widerlegen beweisen
negieren bestätigen
synthetisieren analysieren
Teilen multiplizieren
subtrahieren hinzufügen
"jemanden bedienen" vernachlässigen
vergessen Verstand
ignorieren kennt
orientalise occidentalise
spielen verharmlosen
aktivieren deaktivieren
integrieren zerfallen
Skew ausrichten
verzögern eilen
gerinnen homogenisieren
gerinnen homogenisieren
füllen leer
härten erweichen
spezialisieren diversifizieren
spezialisieren diversifizieren
schwinden Wachs
verdicken dünn
maximieren minimieren
entnationalisieren verstaatlichen
dezentralisieren zentralisieren
dezentralisieren zentralisieren
zentralisieren dezentralisieren
drucklos "unter Druck setzen"
Entmagnetisierung magnetisieren
desynchronisiert synchronisieren
entpersönlichen personifizieren
Anonymisierung personifizieren
Hitze cool
disunify vereinheitlichen
"geboren werden" sterben
entmaterialisieren materialisieren
aufhellen verdunkeln
verdunkeln erleichtern
eng erweitern
verstimmen Melodie
verunstalten verschönern
deeskalieren eskalieren
Farbe verfärben
schwärzen aufhellen
destabilisieren stabilisieren
destabilisieren stabilisieren
entsperren Block
auftauen einfrieren
"schlechter werden" "gute Besserung"
Regress Fortschritt
strecken schrumpfen
sprengen reduzieren
oxidieren Desoxidation
entfeuchten befeuchten
Hydrat entwässern
verschlechtern besser
beleben betäuben
Unordnung unclutter
berauben bereichern
bleibe Veränderung
halten erbrechen
Reifen erfrischen
Schrei Lachen
entkleiden Kleid
Unterkleid Überkleid
gewinnen reduzieren
"dress down" Ankleiden
"Entspannen Sie sich" Tempus
unstrain Belastung
de-energetisieren Energie
de-energetisieren Energie
stimulieren sedieren
"Bring zu" betäuben
aufwachen Schlaf
"führen zu schlafen" wecken
aufwachen Einschlafen
aufstehen "Geh ins Bett"
herauskommen "abbiegen in"
estivate überwintern
einatmen ausatmen
ehrerbietig respektlos
wahrheitsgemäß wahrheitswidrig
unmemorably einprägsam
reichlich spärlich
unaufrichtig "Mit freundlichen Grüßen"
uninstructively instruktiv
unvorsichtig umsichtig
unpräzise genau
"in genau" genau
reuig impenitently
reuig "ohne Reue"
unmoralisch moralisch
rechtmäßig gesetzlos
licitly unerlaubt
unleserlich leserlich
humorlos humorvoll
freudlos freudig
Fortissimo Pianissimo
billig teuer
unentschuldbar verzeihlich
unverzeihlich pardonably
unverzeihlich forgivably
ineloquently beredt
selbstlos egoistisch
unwirksam effektiv
vertrauensvoll mißtrauisch
unehrlich ehrlich
disagreeably angenehm
harmlos Umgebungslärm
unwillig bereitwillig
credulously ungläubig
gläubig ungläubig
glaubwürdig unglaublich
unfair ziemlich
nachlässig vorsichtig
undankbar dankbar
unambitiously ehrgeizig
unwissentlich wissentlich
unwissentlich wittingly
ineffizient effizient
ungünstig günstig
undependably verläßlich
unreliably zuverlässig
breit eng
impolitely höflich
unpropitiously günstig
dilettantisch fachmännisch
fruchtlos fruchtbar
unnütz profitabel
monaurally binaurally
ungerecht "mit Recht"
"zu Unrecht" Recht
unverständlich intelligibly
furchtlos ängstlich
richtig unsachgemäß
ungraziös anmutig
inkompetent kompetent
leicht schwer
asymmetrisch symmetrisch
ständig schwankend
theoretisch empirisch
langsam schnell
unmindfully achtsam
"Aus der Hand" "in der Hand"
zögernd "ohne Zögern"
künstlich natürlich
ungeeignet geeignet
"in erster Linie" "in zweiter Linie"
atypisch typisch
inkonsequent konsequent
"am wenigsten" "in höchstem Maße"
draußen drinnen
bemerkenswert unremarkably
schlimmstenfalls bestenfalls
maximal mindestens
Weniger Weniger
Weniger "in einem größeren Ausmaß"
flussabwärts flußaufwärts
"nach oben" "nach unten"
"nach oben" "nach unten"
"gegen den Wind" Abwind
ergebnislos schlüssig
sanely irrsinnig
voraus zurück
zufällig bewusst
"auf keinen Fall" "auf jeden Fall"
unerträglich ziemlich
Unglücklicherweise glücklicherweise
unglücklicherweise Glücklicherweise
traurig glücklich
allgemein speziell
selten häufig
nie je
krank Gut
ganz teilweise
ungathered versammelt
postnuptial prenuptial
exokrinen endokrine
prokaryontischen eukaryotischen
afebrile febrile
eugenische dysgenic
eremitic cenobitic
Analphabeten alphabetisch
flowerless Blüte
ungeschält geschält
weltfremd weltlich
unhandlich wieldy
wasserfrei wasserhaltiger
"nicht flüchtig" flüchtig
ovoviviparous viviparous
ovipar viviparous
unverändert variiert
unguiculate Huftier
Muscheln univalve
Überhand hinterhältig
atypisch typisch
untraveled gereist
widerspenstig lenkbar
atonal tonal
nontaxable steuerpflichtig
taktlos taktvoll
zygomorphic actinomorphic
unsurprised überrascht
fügsam stur
atonic Tonic
gebogen Gerade
stimmlos geäußert
induziert spontan
"immer noch" funkelnd
ungelöst gelöst
unrifled rifled
Zahlen verbal
Verbindung einfach
blind gesichtet
weitsichtig kurzsichtig
discalced Calced
unshod beschlagen
Unshockable schockbaren
anaphrodisiac Aphrodisiakum
asexuell sexuelle
Antiseptikum septischen
unhygienisch Sanitär
extrasensory sensorischen
unempfänglich sinnvoll
unscalable skalierbar
insatiate sättigen
unverkäuflich verkäuflich
unheilig heilig
prolate Oblate
Winkel gerundet
Platz runden
unawed eingeschüchtert
nonretractile einziehbar
unretentive remanent
aperiodische periodische
vielgestaltig Uniform
ungereimt gereimt
nichtrepetitiven repetitiven
unquotable zitierfähig
"nicht reparierbar" reparabel
"nicht erneuerbaren" verlängerbar
unregenerate regenerieren
zerebrale emotional
unruhig erholsam
unprophetic prophetisch
opisthognathous prognathous
"nicht verschreibungspflichtige" Rezept
unplowed gepflügt
unstudied studierte
gemustert Ebene
undurchlässig durchlässig
präventiven permissive
impenitent Büßer
unrepentant reuigen
unpeaceful friedlich
husbandly wifely
undelineated abgegrenzt
lippenlos Lippen
Innen draussen
desorientierenden Orientieren
unorientierten orientiert
atomistischen holistisch
Gegenteil wechseln
geschlossen öffnen
abseits onside
aus aus
unappetitliche Bohnenkraut
subjektiv Objektiv
unaufdringlich aufdringlich
unneurotic neurotisch
brutto Netz
unbewegt bewegt
wenigsten wenigsten
weniger weniger
"am wenigsten" "am wenigsten"
polyphon monophon
unmilitärische Militär
Ametabolic Stoffwechsel
gnadenlos barmherzig
unmelted geschmolzen
unmusikalisch Musical
tuneless melodisch
bedeutungslos sinnvoll
"das ganze Jahr" saisonal
Grün reif
unweiblich fraulich
unbemannte besetzt
unmännlich männlich
Minuskel Majuskel
geographischen magnetisch
antimagnetischem magnetisch
unglücklich glücklich
verhasst liebenswert
endemisch ecdemic
endemisch Epidemie
unbewohnbar bewohnbar
verzeichnet Leben
nichtlineare linear
unähnlich wie
platyrrhine leptorrhine
platyrrhine catarrhine
catarrhine leptorrhine
klein groß
wenig groß
unlaureled laureled
unmarkierten markiert
unerkennbar Erkennbare
unverdient verdient
anisotropen isotrop
faltenlos faltig
wässrig eruptiv
unintrusive aufdringlich
extrospective introspektiv
extrinsische intrinsische
Intraspezies- zwischenartliche
undesigned entworfen
getrennt integriert
unerquicklich erbaulich
schuldig unschuldig
agnostisch Gnostiker
transeunt immanent
humorlos humorvoll
winterlich herbstlich
winterlich sommerlich
winterlich vernalis
sitzt Stehen
unerect aufrecht
geneigt vertikal
vertikal horizontal
unehrlich ehrlich
analog heterologe
Flachland Hochland
nonechoic echoic
deaktivieren ermöglichen
achtsam unachtsam
chirurgische medizinisch
unregretful bedauernd
polyploid haploid
diploiden haploid
geizig großzügig
endemisch kosmopolitisch
geruchlos Geruchsstoffe
übelriechend duftend
nonnative nativen
angenommen nativen
Rückhand Vorhand
steril fruchtbar
ungünstig günstig
nonfat Fett
stillos stilvoll
nonextensile extensile
implizit explizit
unerklärlich erklärbar
billig teuer
ausgestorben vorhanden
inconvertible Cabrio
ungerade sogar
dysphoric euphorisch
ungeschminkt schmeichelhaft
hypotone isotonisch
hypertonisch isotonisch
unenterprising unternehmend
uninquiring erkundigt
lethargisch energisch
exogene endogener
exotherme endothermisch
wärmeabgebenden endoergic
freiberuflich Angestellte
forceless kraftvoll
unwirksam Wirksam
ungenießbar essbar
undynamischer dynamisch
doppelläufige "mit einem Lauf"
unservile unterwürfig
unkonzentriert konzentriert
undiplomatisch diplomatische
unzuverlässig zuverlässig
konform trotzig
interrogatory deklaratorischen
undatierbaren datierbar
Staude Jahres
"alle zwei Jahre" Jahres
nichtcyclischen zyklisch
"maschinell hergestellt" handgefertigt
multidimensional eindimensional
planar linear
planar kubisch
linear kubisch
noncrucial entscheidend
unglaublich glaubwürdig
unkreativ kreativ
unhöflich bürgerlich
unumstritten umstritten
unpriestly priesterlichen
unsympathisch sympathisch
"nicht leitend" "leitend ist"
unenforced "durchgesetzt werden"
hypertrophe verkümmert
Exzenter konzentrisch
konvex konkav
klaglos beschweren
"nicht mischbar" mischbar
Off-Shore Küsten
"in der Nähe von" weit
verwirrt "einen klaren Kopf"
strahlenundurchlässigen strahlendurchlässige
tramontane cismontane
farblos bunt
ungefärbt farbig
"Schwarz und weiß" Farbe
unowned "im Besitz"
unveränderlich veränderlich
evitable unvermeidlich
unsicher sicher
"nicht porös" porös
acaudate "Nucleus caudatus"
"Klinker gebaut" "carvel gebaut"
acarpelous carpellate
"ohne Knochen" knöcherne
unburied begraben
schwesterlich brüderlich
unvoreingenommen voreingenommen
feige gutsy
feige mutig
ungebunden gebunden
brünett blond
quadrupedal zweibeinigen
Vierfüßler zweibeinigen
trinucleate zweikernige
trinucleate einkernigen
einkernigen zweikernige
verleumden gutartig
bellyless aufgeblähter
behaart unbehaart
unbarreled barrelled
"nicht bewusst" bewusst
heterogenes autogenem
Überschall Schall
Unterschall Schall
unverständlich hörbar
pedunculate sessile
ungebunden angebracht
unassertive durchsetzungs
ungepanzerten gepanzert
nonarboreal arboreal
postnatal perinatale
postnatal pränatale
perinatale pränatale
Synthetik analytisch
Oral anal
mager reichlich
anspruchslos ehrgeizig
egoistische altruistisch
unaufmerksam aufmerksam
unaggressive aggressiv
inaesthetic ästhetisch
unadventurous abenteuerlich
schmucklos geschmückt
materiell Adjektiv
nonaddictive "süchtig machend"
maladaptiven adaptive
Potenzial tatsächlich
stativen aktiv
ruhend aktiv
amphotere alkalisch
amphotere sauer
unabused missbraucht
"nicht adsorbierenden" Adsorptionsmittel
"nicht saugfähigen" saugfähig
relativ Absolute
adducent abducent
"im Laufe der Zeit" Regelzeit
Herbsttagundnachtgleiche Frühlingstagundnachtgleiche
Sonnenuntergang Sonnenaufgang
Nacht Tag
Tod Geburt
Ruhetag Werktag
Intron Exon
Isolator Dirigent
anticatalyst Katalysator
Hypotonie Hypertonus
Hypotonus Hypertonus
Hyperopie Kurzsichtigkeit
Untauglichkeit Fitness
Trockenheit Nässe
Anfälligkeit Unempfindlichkeit
"schlechtes Wetter" "gutes Wetter"
Atypizität Typizität
Verschmutzung Sauberkeit
Armut Reichtum
Verunreinigung Reinheit
Unmöglichkeit Möglichkeit
Pech "Viel Glück"
Unvollkommenheit Perfektion
Wellness Krankheit
Beschwerden Komfort
Verruf Ruf
Unreife Reife
Ablehnen Verbesserung
Kohärenz Zusammenhanglosigkeit
Union Trennung
Wahnsinn Vernunft
Hypoglykämie Hyperglykämie
Hypokalzämie Hyperkalzämie
Hypovolämie Hypervolämie
Hypotension Hypertonie
Krankheit "gute Gesundheit"
Potenz Impotenz
potence Impotenz
Anöstrus Brunst
Schläfrigkeit Wachsamkeit
Nüchternheit Trunkenheit
Untätigkeit Aktion
Ungleichgewicht Balance
Schuld Unschuld
Krieg Frieden
exogamy endogamy
Falschheit Wahrheit
Nicht-Existenz Existenz
Nicht-Sein Sein
"wichtigsten Winkel" "einspringende Winkel"
"rechtwinkliges Dreieck" "schiefe Dreieck"
"gerade Linie" Kurve
Negativität Positivität
Asynchronität synchron
desynchronisierenden Synchron
intransitivity transitivity
aliquant aliquoten
Erweiterung Verengung
Serienbetrieb Parallelbetrieb
Proliferation nonproliferation
Peristaltik anastalsis
palingenesis cenogenesis
Abfluss Zufluss
Ausströmen Zustrom
Inflation Disinflation
Evolution Übertragung
Katabolismus anabolism
"nicht notierte Sicherheit" "kotierten Sicherheit"
Kasse Kredit
Verlust gewinnen
Nichtzahlung Zahlung
outgo Einkommen
pleurocarp acrocarp
Gleichstrom Wechselstrom
Abstoßung Attraktion
Ehefrau Mann
"sich freiwillig melden" draftee
Generalvertreter Spezialagent
Onkel Tante
"dünne Person" "Dicker Mensch"
Quadrat-Shooter Lügner
Spezialist Generalist
Junge Mädchen
Raucher Nichtraucher
Schwester Bruder
serviceman Zivilist
cenobite eremite
Königin König
Kläger Beklagte
Mutter Vater
Nicht-Mitglied Mitglied
Verlierer achiever
Herr Dame
Befreier Fänger
Laie Geistliche
Falke Taube
Feind Freund
elitär egalitär
Nachkomme Vorfahr
Schuldner Gläubiger
jugendlich Erwachsene
Eudemon CACODEMON
Staatsgewässer "Hohe See"
Abstammung Aufstieg
"abschreckend wirken" Anreiz
Stadtgebiet "ländliches Gebiet"
Periselen apolune
Periapsis Apoapsis
antapex Apex
Flora Fauna
Sozialismus Kapitalismus
"ohne Marktwirtschaft" Marktwirtschaft
nonalignment Ausrichtung
Laien Klerus
Verteidigung Angriff
Verteidigung Delikt
Strafverfolgung Verteidigung
uninitiate einleiten
schüchtern mutig
jung alt
Sorten Generika
Vollmilch Magermilch
"kochen Apfel" "Apfel isst"
Verstimmung "guter Humor"
Misogynie philogyny
Unzufriedenheit Zufriedenheit
Freudlosigkeit Fröhlichkeit
Trauer Freude
Traurigkeit Glück
Vertrauen Schüchternheit
Furchtlosigkeit Angst
Schwerkraft Leichtfertigkeit
Demut Stolz
Undankbarkeit Dankbarkeit
Schmerz Vergnügen
Niederlage Sieg
Linksdrehung Rechtsdrehung
Flut Ebbe
Ebbe Flut
Eindringen Austritt
Lebendgeburt Totgeburt
Ende Anfang
Antworten Frage
"continuant Konsonant" "stoppen Konsonant"
Konsonant Vokal
Polyfonie monophony
"alter Stil" modern
Proportionalschrift "Schrift mit fester Breite"
"Römische Ziffer" "Arabischen Ziffer"
Lüge Wahrheit
syncategorem categorem
Universal besonderen
Noninterference Interferenz
inhospitality Gastfreundschaft
Software Hardware
Missdeutung Bau
schräg Nominativ
Synonym Antonym
Email Schneckenpost
Email Schneckenpost
Theismus Atheismus
Nonkonformismus Konformität
Nonkonformismus Konformismus
Unparteilichkeit Parteilichkeit
Romantik Klassizismus
Korpuskulartheorie Wellentheorie
Holismus Atomismus
Dysgenics Eugenik
"offene Intervall" "abgeschlossenes Intervall"
Unglaube Glauben
Realitätsprinzip Lustprinzip
Divergenz convergency
"divergentes Denken" "konvergentes Denken"
Synthese Analyse
Unsicherheit Sicherheit
incognizance cognizance
kinanesthesia Kinästhesie
uncreativeness Kreativität
Analphabetentum Alphabetisierung
Unfähigkeit Fähigkeit
Hölle Himmel
Rezeptor Effektor
Beuge Strecker
Endlichkeit infiniteness
Wirkungslosigkeit Wirksamkeit
Ohnmacht Leistung
Zwecklosigkeit Zielstrebigkeit
Entbehrlichkeit Unentbehrlichkeit
Wesenlosigkeit Wesentlichkeit
Unrentabilität Rentabilität
Unzweckmäßigkeit Zweckmäßigkeit
Elfmeter Belohnung
unpropitiousness propitiousness
unfavorableness Vorteilhaftigkeit
Undurchführbarkeit Durchführbarkeit
Undurchführbarkeit Befahrbarkeit
Nutzlosigkeit Dienstprogramm
Nutzlosigkeit Nützlichkeit
Unerwünschtheit wünschenswert
demerit verdienen
Niedrigkeit Hoheit
Enge Weite
Oberflächlichkeit Tiefe
Unmäßigkeit Mäßigung
Knappheit Fülle
Unzulänglichkeit Angemessenheit
Kleinheit Größe
Kleinheit bigness
Oberflächlichkeit Tiefe
Nähe farness
gradualness Plötzlichkeit
Asymmetrie Symmetrie
untimeliness Aktualität
posteriority Priorität
Leichtigkeit Schwere
Inflexibilität Flexibilität
inaudibility Hörbarkeit
Unsichtbarkeit Sichtweite
Schärfe Kälte
Weiblichen Mannsein
Magerkeit Fettigkeit
Unverträglichkeit Verdaulichkeit
"geschmackliche Veränderung" Schmackhaftigkeit
Weichheit Lautstärke
"geringe Steigung" "hohe Steigung"
"unbunten Farbe" "chromatische Farbe"
Farblosigkeit Farbe
Rauheit Glätte
Undurchlässigkeit Durchlässigkeit
Undurchlässigkeit Permeabilität
Solidität Porosität
"Instruction Set Computer reduziert" "komplexe Instruction Set Computer"
RISC CISC
mediacy Unmittelbarkeit
Indirektheit Direktheit
Unhöflichkeit Höflichkeit
Ungezwungenheit Formalität
Wildheit Zahmheit
Widerspenstigkeit Lenkbarkeit
Fassungslosigkeit Gelassenheit
Schamlosigkeit Bescheidenheit
indecorum Anstand
"politische Unkorrektheit" "politische Korrektheit"
Unschicklichkeit Anstand
improperness Eigentlichkeit
Leichtsinn Vorsehung
Torheit Weisheit
Demut Einbildung
Naivität Raffinesse
Untreue Loyalität
Untreue Treue
Unehrlichkeit Ehrlichkeit
disreputability Seriosität
dishonorableness Ehrenhaftigkeit
Unentschlossenheit Entscheidung
Unentschlossenheit resoluteness
Feigheit gutsiness
Schüchternheit Mut
Feigheit Mut
Unheilbarkeit Heilbarkeit
Unheiligkeit Heiligkeit
Ungerechtigkeit Gerechtigkeit
"unter Berücksichtigung" Berücksichtigung
Gedankenlosigkeit Nachdenklichkeit
Unempfindlichkeit Empfindlichkeit
Bösartigkeit benignity
Malignität benignancy
Ungerechtigkeit Eigenkapital
Egoismus Altruismus
illiberality Liberalität
Geiz Großzügigkeit
Erbarmungslosigkeit Barmherzigkeit
Gottlosigkeit Frömmigkeit
Mehrdeutigkeit monosemy
Mehrdeutigkeit Eindeutigkeit
Unklarheit Klarheit
Dunkelheit Klarheit
Unleserlichkeit Lesbarkeit
Unschärfen Präzision
Ungenauigkeit Genauigkeit
Ungewöhnlichkeit Häufigkeit
Unzumutbarkeit Annehmbarkeit
insalubrity salubrity
Unlogik logicality
Unwahrscheinlichkeit Plausibilität
Unglaubwürdigkeit Glaubwürdigkeit
Lockerheit Festkeit
Unbeweglichkeit Beweglichkeit
Komplexität Einfachheit
Substanzlosigkeit Stofflichkeit
Unkörperlichkeit Körperlichkeit
intangibility Greifbarkeit
impalpability Greifbarkeit
counterfactuality Faktizität
unlikeliness Wahrscheinlichkeit
Unwahrscheinlichkeit Wahrscheinlichkeit
Heterogenität Homogenität
Uneinheitlichkeit Gleichmäßigkeit
Unähnlichkeit Ähnlichkeit
Unveränderlichkeit Wandlungsfähigkeit
unexchangeability Austauschbarkeit
Konstanz Unbeständigkeit
Unveränderlichkeit Wandelbarkeit
Minderwertigkeit Überlegenheit
"geringe Qualität" "gute Qualität"
Nichtverfügbarkeit Verfügbarkeit
infelicity Glückseligkeit
inaptness Eignung
Untauglichkeit Eignung
Inkongruenz Kongruenz
Schwierigkeit Leichtigkeit
Dumpfheit Schärfe
Weichheit Schärfe
Opazität Klarheit
Unzuverlässigkeit Zuverlässigkeit
Unzuverlässigkeit Zuverlässigkeit
unreliableness reliableness
Verantwortungslosigkeit Verantwortung
untrustiness Trustiness
Achtlosigkeit heedfulness
Unvorsichtigkeit Vorsicht
incaution Vorsicht
unneighborliness Nachbarschaft
Nähe Offenheit
Ungeselligkeit Geselligkeit
Frivolität Schwere
Unwilligkeit Bereitschaft
Ungeduld "die Geduld"
unemotionality Emotionalität
"galvanische Zelle" Elektrolysezelle
"flüchtigen Speicher" "einen nichtflüchtigen Speicher"
undergarment overgarment
"Oberfläche Schiff" versenkbaren
Stator Rotor
"intelligente Bombe" "stummen Bombe"
"verschreibungspflichtige Arzneimittel" "nicht verschreibungspflichtiges Medikament"
Außenfeld Infield
Generika Marken-Medikament
Flachrelief Hochrelief
Paarhufer Unpaarhufer
Diapsida Anapsida
carinate ratite
Nichteingriffs Engagement
Nichtbeteiligung Beteiligung
Versammlung Demontage
Bärendienst Bedienung
Beachtung Nichteinhaltung
Integration Trennung
Freispruch Überzeugung
"Urteil rem" "Urteil in personam"
Destabilisierung Stabilisierung
Demobilisierung Mobilisierung
Entwaffnung Bewaffnung
Abrüstung Rüstung
Entkriminalisierung Kriminalisierung
Aufgabe Fortsetzung
Homöopathie Allopathie
"weicher Ball" "mit harten Bandagen"
Entzweiung Union
detribalisation Tribalisierung
Erweiterung Kontraktion
vorrücken Rückzug
Anfang Fertig
Versagen Vorbeigehen
alle nichts
Vor nach
erstellen zerstören
glücklich traurig
im aus
laut ruhig
ordentlich unordentlich
"zu Ende" unter
echt Fälschung
"der rechten Seite nach oben" kopfüber
zäh einfach
alte modern
jeden keiner
stumm Smart
verrückt gesund
##>>
